onset	duration	trial_type	response_time	sample	value
1.5742187500	n/a	UncuedWalking	n/a	806.0000000000	100
2.2480468750	n/a	UncuedWalking	n/a	1151.0000000000	200
2.8886718750	n/a	UncuedWalking	n/a	1479.0000000000	100
3.5585937500	n/a	UncuedWalking	n/a	1822.0000000000	200
4.1757812500	n/a	UncuedWalking	n/a	2138.0000000000	100
4.8574218750	n/a	UncuedWalking	n/a	2487.0000000000	200
5.5019531250	n/a	UncuedWalking	n/a	2817.0000000000	100
6.1093750000	n/a	UncuedWalking	n/a	3128.0000000000	200
6.7402343750	n/a	UncuedWalking	n/a	3451.0000000000	100
7.3828125000	n/a	UncuedWalking	n/a	3780.0000000000	200
8.0000000000	n/a	UncuedWalking	n/a	4096.0000000000	100
8.6640625000	n/a	UncuedWalking	n/a	4436.0000000000	200
9.2929687500	n/a	UncuedWalking	n/a	4758.0000000000	100
9.9140625000	n/a	UncuedWalking	n/a	5076.0000000000	200
10.5410156250	n/a	UncuedWalking	n/a	5397.0000000000	100
11.2167968750	n/a	UncuedWalking	n/a	5743.0000000000	200
11.8515625000	n/a	UncuedWalking	n/a	6068.0000000000	100
12.5078125000	n/a	UncuedWalking	n/a	6404.0000000000	200
13.1386718750	n/a	UncuedWalking	n/a	6727.0000000000	100
13.7812500000	n/a	UncuedWalking	n/a	7056.0000000000	200
14.4238281250	n/a	UncuedWalking	n/a	7385.0000000000	100
15.0781250000	n/a	UncuedWalking	n/a	7720.0000000000	200
15.7011718750	n/a	UncuedWalking	n/a	8039.0000000000	100
16.3535156250	n/a	UncuedWalking	n/a	8373.0000000000	200
16.9902343750	n/a	UncuedWalking	n/a	8699.0000000000	100
17.6406250000	n/a	UncuedWalking	n/a	9032.0000000000	200
18.2695312500	n/a	UncuedWalking	n/a	9354.0000000000	100
18.9648437500	n/a	UncuedWalking	n/a	9710.0000000000	200
19.5820312500	n/a	UncuedWalking	n/a	10026.0000000000	100
20.2519531250	n/a	UncuedWalking	n/a	10369.0000000000	200
20.8769531250	n/a	UncuedWalking	n/a	10689.0000000000	100
21.5195312500	n/a	UncuedWalking	n/a	11018.0000000000	200
22.1562500000	n/a	UncuedWalking	n/a	11344.0000000000	100
22.7968750000	n/a	UncuedWalking	n/a	11672.0000000000	200
23.3925781250	n/a	UncuedWalking	n/a	11977.0000000000	100
24.0234375000	n/a	UncuedWalking	n/a	12300.0000000000	200
24.6718750000	n/a	UncuedWalking	n/a	12632.0000000000	100
25.3359375000	n/a	UncuedWalking	n/a	12972.0000000000	200
25.9882812500	n/a	PreferredCadence	n/a	13306.0000000000	114
26.1777343750	n/a	PreferredCadence	n/a	13403.0000000000	444
26.6308593750	n/a	PreferredCadence	n/a	13635.0000000000	201
26.8281250000	n/a	PreferredCadence	n/a	13736.0000000000	251
27.2949218750	n/a	PreferredCadence	n/a	13975.0000000000	101
27.4277343750	n/a	PreferredCadence	n/a	14043.0000000000	151
28.0097656250	n/a	PreferredCadence	n/a	14341.0000000000	201
28.0722656250	n/a	PreferredCadence	n/a	14373.0000000000	251
